Name,undergradEnrollment,freshmenFinAidPercent,tuitionFees2013_14,geographicRegion,control,HBCU,Tribal college,degreeUrbanization,perc_AmericanIndianAlaskaNative,perc_Asian,perc_BlackAfricanAmerican,perc_HispanicLatino,perc_NativeHawaiian_OtherPacificIslander,perc_White,perc_MutiRacial,perc_RaceUnknown,perc_NonresidentAlien,perc_Women,perc_FreshmenPellGrants,perc_FreshmenInstGrantAid,numPOC,perc_POC,numWhite,tuition1000Dollar,controlPublic,HBCUYes,geographicRegion_factor,degreeUrbanization_factor
University of Central Florida,51333,96,6317,Southeast,Public,No,No,Suburb,0,6,11,22,0,57,3,1,1,55,31,45,20019.87,38.99999999999999,29259.809999999998,6.317,1,0,Southeast,Suburb
Clearwater Christian College,495,100,17125,Southeast,Private not-for-profit,No,No,City,0,2,4,12,0,79,1,0,1,48,51,99,89.1,18,391.05,17.125,0,0,Southeast,City
Eckerd College,2173,97,37362,Southeast,Private not-for-profit,No,No,City,1,1,6,8,0,76,3,1,4,61,19,95,347.68,16,1651.48,37.362,0,0,Southeast,City
Edward Waters College,862,97,11525,Southeast,Private not-for-profit,Yes,No,City,0,0,92,2,0,3,2,1,0,47,82,66,810.2800000000001,94,25.86,11.525,0,1,Southeast,City
Embry-Riddle Aeronautical University-Daytona Beach,4679,92,31334,Southeast,Private not-for-profit,No,No,City,0,5,6,7,0,53,4,8,16,17,30,88,842.2199999999999,18,2479.8700000000003,31.334,0,0,Southeast,City
Florida Agricultural and Mechanical University,8930,95,5785,Southeast,Public,Yes,No,City,0,1,94,1,0,3,0,0,1,61,68,54,8572.8,96,267.9,5.785,1,1,Southeast,City
Florida Atlantic University,25790,87,4790,Southeast,Public,No,No,City,0,4,18,25,0,47,3,1,2,56,39,37,12121.3,47,12121.3,4.79,1,0,Southeast,City
Flagler College-St Augustine,2839,85,16180,Southeast,Private not-for-profit,No,No,Suburb,0,1,4,8,0,76,3,5,3,59,31,64,369.07,13,2157.64,16.18,0,0,Southeast,Suburb
Florida College,558,94,14490,Southeast,Private not-for-profit,No,No,Suburb,2,1,6,6,0,80,5,0,1,50,35,79,83.7,15,446.40000000000003,14.49,0,0,Southeast,Suburb
Florida Institute of Technology,3257,95,36020,Southeast,Private not-for-profit,No,No,City,0,2,5,6,0,42,2,12,31,27,21,95,423.41,13,1367.94,36.02,0,0,Southeast,City
Florida International University,39142,91,6496,Southeast,Public,No,No,Suburb,0,3,12,67,0,10,2,1,5,55,53,49,32096.440000000002,82,3914.2000000000003,6.496,1,0,Southeast,Suburb
Florida Memorial University,1517,90,14776,Southeast,Private not-for-profit,Yes,No,Suburb,0,0,74,4,0,0,1,10,10,61,70,15,1183.26,78,0,14.776,0,1,Southeast,Suburb
Florida Southern College,2416,99,28580,Southeast,Private not-for-profit,No,No,City,0,2,6,9,0,72,4,1,5,61,33,97,410.71999999999997,17,1739.52,28.58,0,0,Southeast,City
Florida State University,32528,95,6507,Southeast,Public,No,No,City,0,3,9,17,0,66,2,1,1,55,27,38,9433.12,29.000000000000004,21468.48,6.507,1,0,Southeast,City
University of Florida,33168,96,6263,Southeast,Public,No,No,City,0,7,7,19,1,58,3,3,2,55,29,32,11277.12,34,19237.44,6.263,1,0,Southeast,City
Jacksonville University,3425,99,29900,Southeast,Private not-for-profit,No,No,City,1,3,16,7,0,49,0,20,3,62,37,98,924.7500000000001,27,1678.25,29.9,0,0,Southeast,City
Jones College-Jacksonville,449,50,7410,Southeast,Private not-for-profit,No,No,City,0,0,72,4,0,18,3,2,0,81,50,50,341.24,76,80.82,7.41,0,0,Southeast,City
Keiser University-Ft Lauderdale,16039,92,16284,Southeast,Private not-for-profit,No,No,City,0,2,20,31,0,41,4,3,0,68,73,67,8500.67,53,6575.99,16.284,0,0,Southeast,City
University of Miami,11380,75,42852,Southeast,Private not-for-profit,No,No,Suburb,0,5,7,21,0,43,3,6,14,51,18,70,3755.4,33,4893.4,42.852,0,0,Southeast,Suburb
Remington College-Tampa Campus,189,95,15995,Southeast,Private not-for-profit,No,No,Suburb,0,1,29,31,1,34,3,0,0,64,90,5,117.17999999999999,62,64.26,15.995,0,0,Southeast,Suburb
University of North Florida,14263,94,6353,Southeast,Public,No,No,City,0,4,10,9,0,70,5,0,2,55,31,50,3280.4900000000002,23,9984.099999999999,6.353,1,0,Southeast,City
Nova Southeastern University,5156,98,25430,Southeast,Private not-for-profit,No,No,Suburb,0,6,21,32,0,31,2,3,5,71,42,90,3042.0400000000004,59.00000000000001,1598.36,25.43,0,0,Southeast,Suburb
Palm Beach Atlantic University,2887,100,25532,Southeast,Private not-for-profit,No,No,City,0,1,13,13,0,63,2,4,3,63,35,100,779.49,27,1818.81,25.532,0,0,Southeast,City
Rollins College,2608,86,41460,Southeast,Private not-for-profit,No,No,Suburb,0,3,6,16,0,63,3,3,6,60,17,81,652,25,1643.04,41.46,0,0,Southeast,Suburb
Saint Leo University,12640,94,19920,Southeast,Private not-for-profit,No,No,Suburb,1,1,35,10,0,39,1,10,2,58,47,93,5940.799999999999,46.99999999999999,4929.6,19.92,0,0,Southeast,Suburb
St Petersburg College,31820,81,3232,Southeast,Public,No,No,City,0,3,14,10,0,66,2,3,1,60,58,21,8591.400000000001,27.000000000000007,21001.2,3.232,1,0,Southeast,City
University of South Florida-Main Campus,31100,98,6410,Southeast,Public,No,No,City,0,6,11,19,0,55,3,2,4,55,42,70,11196,36,17105,6.41,1,0,Southeast,City
St Thomas University,1035,100,26370,Southeast,Private not-for-profit,No,No,Suburb,0,0,24,43,0,8,1,5,19,55,60,98,693.4499999999999,67,82.8,26.37,0,0,Southeast,Suburb
Stetson University,2729,100,38330,Southeast,Private not-for-profit,No,No,Suburb,0,2,8,14,0,65,4,1,5,57,34,100,654.96,24.000000000000004,1773.8500000000001,38.33,0,0,Southeast,Suburb
Southeastern University,3083,97,19986,Southeast,Private not-for-profit,No,No,City,0,1,13,16,0,61,1,6,1,55,46,93,924.9000000000001,30.000000000000004,1880.6299999999999,19.986,0,0,Southeast,City
The University of Tampa,6499,95,25772,Southeast,Private not-for-profit,No,No,City,0,1,6,12,0,59,2,9,10,55,21,92,1234.81,19,3834.41,25.772,0,0,Southeast,City
Warner University,1043,99,18430,Southeast,Private not-for-profit,No,No,Rural,0,1,40,12,0,43,1,1,2,52,72,86,552.7900000000001,53,448.49,18.43,0,0,Southeast,Rural
Webber International University,667,100,21050,Southeast,Private not-for-profit,No,No,Town,0,2,22,15,0,48,3,2,8,31,49,95,260.13,39,320.15999999999997,21.05,0,0,Southeast,Town
The University of West Florida,10158,91,6357,Southeast,Public,No,No,City,1,3,13,9,0,67,4,1,2,57,45,40,2641.08,26,6805.860000000001,6.357,1,0,Southeast,City
Agnes Scott College,915,100,34788,Southeast,Private not-for-profit,No,No,Suburb,0,4,33,9,0,31,6,4,12,99,54,100,420.9,46,283.65,34.788,0,0,Southeast,Suburb
Albany State University,3660,99,6024,Southeast,Public,Yes,No,City,0,0,90,1,0,5,0,3,0,66,81,16,3330.6,90.99999999999999,183,6.024,1,1,Southeast,City
Armstrong Atlantic State University,6377,91,5085,Southeast,Public,No,No,City,0,4,24,7,0,60,4,0,2,67,46,3,2231.95,35,3826.2,5.085,1,0,Southeast,City
Point University,1439,95,17400,Southeast,Private not-for-profit,No,No,Town,0,0,39,3,0,39,3,14,0,56,56,78,604.3800000000001,42.00000000000001,561.21,17.4,0,0,Southeast,Town
Clark Atlanta University,2629,98,21100,Southeast,Private not-for-profit,Yes,No,City,0,0,87,1,0,0,0,10,1,75,69,44,2313.52,88,0,21.1,0,1,Southeast,City
Berry College,2141,100,29090,Southeast,Private not-for-profit,No,No,Suburb,0,1,4,6,0,84,3,1,1,62,31,100,235.51,11,1798.4399999999998,29.09,0,0,Southeast,Suburb
Brenau University,1700,97,23350,Southeast,Private not-for-profit,No,No,City,0,2,31,6,0,51,3,4,3,89,57,96,663,39,867,23.35,0,0,Southeast,City
Brewton-Parker College,693,100,13560,Southeast,Private not-for-profit,No,No,Rural,0,1,24,3,0,53,1,16,2,46,57,93,194.04000000000002,28.000000000000004,367.29,13.56,0,0,Southeast,Rural
Clayton  State University,6893,94,5153,Southeast,Public,No,No,Suburb,0,5,62,1,0,23,3,4,1,70,70,8,4687.240000000001,68,1585.39,5.153,1,0,Southeast,Suburb
Columbus State University,7013,93,5514,Southeast,Public,No,No,City,1,2,36,5,0,52,3,0,1,59,52,13,3085.72,43.99999999999999,3646.76,5.514,1,0,Southeast,City
Covenant College,1104,100,29100,Southeast,Private not-for-profit,No,No,Suburb,1,2,3,2,0,89,2,0,2,56,32,96,88.32000000000001,8,982.5600000000001,29.1,0,0,Southeast,Suburb
Dalton State College,5015,93,3910,Southeast,Public,No,No,City,0,1,5,18,0,67,1,5,2,61,65,2,1203.6,24,3360.05,3.91,1,0,Southeast,City
Emmanuel College,806,100,16800,Southeast,Private not-for-profit,No,No,Town,0,1,17,4,0,71,2,0,4,51,51,94,177.32000000000002,22.000000000000004,572.26,16.8,0,0,Southeast,Town
Emory University,7836,53,44008,Southeast,Private not-for-profit,No,No,Suburb,0,22,9,6,0,40,3,4,16,57,19,45,2899.32,37,3134.4,44.008,0,0,Southeast,Suburb
Fort Valley State University,2858,97,6438,Southeast,Public,Yes,No,Town,0,0,97,0,0,2,0,0,0,57,83,7,2772.2599999999998,96.99999999999999,57.160000000000004,6.438,1,1,Southeast,Town
Georgia Institute of Technology-Main Campus,14558,72,10650,Southeast,Public,No,No,City,0,18,6,6,0,55,3,1,11,33,14,28,4367.4,30,8006.9000000000005,10.65,1,0,Southeast,City
Georgia Southwestern State University,2667,91,5035,Southeast,Public,No,No,Town,0,1,29,3,0,62,1,0,2,64,50,27,880.1099999999999,32.99999999999999,1653.54,5.035,1,0,Southeast,Town
Georgia College and State University,5729,95,8790,Southeast,Public,No,No,Town,0,1,5,5,0,85,2,0,1,60,19,6,630.19,11.000000000000002,4869.65,8.79,1,0,Southeast,Town
Georgia Southern University,17904,89,6071,Southeast,Public,No,No,Town,0,1,26,4,0,63,2,2,1,50,36,8,5550.24,31,11279.52,6.071,1,0,Southeast,Town
Georgia State University,24868,91,8368,Southeast,Public,No,No,City,0,11,40,9,0,32,4,2,2,58,56,3,14920.8,60,7957.76,8.368,1,0,Southeast,City
University of Georgia,26278,94,10262,Southeast,Public,No,No,City,0,9,7,5,0,73,3,1,1,57,21,18,5518.38,21,19182.94,10.262,1,0,Southeast,City
Kennesaw State University,22621,90,5818,Southeast,Public,No,No,Suburb,0,3,18,7,0,63,4,3,2,58,36,4,6333.880000000001,28.000000000000004,14251.23,5.818,1,0,Southeast,Suburb
LaGrange College,856,99,25690,Southeast,Private not-for-profit,No,No,Town,1,1,23,2,0,70,2,0,1,54,46,99,231.12,27,599.1999999999999,25.69,0,0,Southeast,Town
Life University,765,92,7947,Southeast,Private not-for-profit,No,No,City,1,2,25,8,0,33,0,27,4,49,63,29,275.40000000000003,36.00000000000001,252.45000000000002,7.947,0,0,Southeast,City
Mercer University,4419,100,33120,Southeast,Private not-for-profit,No,No,City,0,5,33,4,0,47,2,5,4,63,33,99,1855.98,42,2076.93,33.12,0,0,Southeast,City
Morehouse College,2170,94,25468,Southeast,Private not-for-profit,Yes,No,City,0,0,96,0,0,0,0,1,2,0,51,65,2083.2,96,0,25.468,0,1,Southeast,City
Oglethorpe University,1091,97,31280,Southeast,Private not-for-profit,No,No,Suburb,0,4,18,10,0,34,2,28,5,57,38,97,349.12,32,370.94000000000005,31.28,0,0,Southeast,Suburb
Paine College,924,99,13332,Southeast,Private not-for-profit,Yes,No,City,0,0,91,2,0,2,1,2,1,49,84,41,859.32,93,18.48,13.332,0,1,Southeast,City
Piedmont College,1281,99,20730,Southeast,Private not-for-profit,No,No,Town,1,1,10,4,0,77,2,5,0,67,43,98,204.96,16,986.37,20.73,0,0,Southeast,Town
Reinhardt University,1217,92,18670,Southeast,Private not-for-profit,No,No,Rural,0,1,17,5,0,68,0,8,0,50,43,89,279.91,23,827.5600000000001,18.67,0,0,Southeast,Rural
Savannah State University,4602,99,5415,Southeast,Public,Yes,No,City,0,0,87,2,0,5,3,1,1,55,80,10,4095.78,89,230.10000000000002,5.415,1,1,Southeast,City
Shorter University,1544,99,19670,Southeast,Private not-for-profit,No,No,City,0,1,17,4,0,53,2,21,3,57,45,96,339.68000000000006,22.000000000000004,818.32,19.67,0,0,Southeast,City
Spelman College,2129,90,24634,Southeast,Private not-for-profit,Yes,No,City,0,0,85,0,0,0,3,11,1,100,46,48,1809.6499999999999,85,0,24.634,0,1,Southeast,City
Southern Polytechnic State University,5732,91,5732,Southeast,Public,No,No,City,0,7,21,8,0,54,4,2,4,19,39,1,2063.5200000000004,36.00000000000001,3095.28,5.732,1,0,Southeast,City
Thomas University,886,56,14740,Southeast,Private not-for-profit,No,No,Town,0,1,25,4,0,52,0,12,4,54,56,34,265.8,30,460.72,14.74,0,0,Southeast,Town
Toccoa Falls College,870,100,19000,Southeast,Private not-for-profit,No,No,Rural,1,8,6,2,0,81,0,0,1,53,61,98,147.89999999999998,17,704.7,19,0,0,Southeast,Rural
Truett-McConnell College,1606,100,16610,Southeast,Private not-for-profit,No,No,Rural,0,1,6,3,0,71,0,15,2,57,45,99,160.6,10,1140.26,16.61,0,0,Southeast,Rural
Valdosta State University,9718,92,5889,Southeast,Public,No,No,City,0,1,36,4,0,53,3,0,2,59,47,4,3984.3799999999997,41,5150.54,5.889,1,0,Southeast,City
Wesleyan College,651,100,19775,Southeast,Private not-for-profit,No,No,City,0,1,29,4,0,40,3,2,21,96,49,100,221.33999999999997,34,260.40000000000003,19.775,0,0,Southeast,City
University of West Georgia,9959,94,5837,Southeast,Public,No,No,Town,0,1,34,4,0,55,3,1,1,63,51,8,3884.01,39,5477.450000000001,5.837,1,0,Southeast,Town
Chaminade University of Honolulu,2036,100,20090,Far West,Private not-for-profit,No,No,City,1,30,6,6,14,18,13,11,1,66,40,98,1160.5200000000002,57.00000000000001,366.47999999999996,20.09,0,0,Far West,City
University of Hawaii at Hilo,3457,85,6536,Far West,Public,No,No,Town,0,18,1,11,11,24,29,0,5,60,45,52,1417.37,41,829.68,6.536,1,0,Far West,Town
University of Hawaii at Manoa,14499,79,9904,Far West,Public,No,No,City,0,40,1,9,4,19,24,0,3,55,28,61,7829.460000000001,54,2754.81,9.904,1,0,Far West,City
Hawaii Pacific University,5582,95,20180,Far West,Private not-for-profit,No,No,City,0,17,5,13,2,28,18,4,12,56,38,63,2065.34,37.00000000000001,1562.96,20.18,0,0,Far West,City
University of Hawaii-West Oahu,2361,64,6336,Far West,Public,No,No,Suburb,0,40,1,10,8,11,28,0,0,66,32,38,1392.99,59,259.71,6.336,1,0,Far West,Suburb
Boise State University,19026,80,6292,Rocky Mountains,Public,No,No,City,1,2,1,9,0,76,3,3,3,54,35,35,2473.38,13,14459.76,6.292,1,0,Rocky Mountains,City
Idaho State University,11418,87,6344,Rocky Mountains,Public,No,No,City,1,1,1,9,0,74,2,5,7,53,49,39,1370.1599999999999,11.999999999999998,8449.32,6.344,1,0,Rocky Mountains,City
University of Idaho,9540,91,6524,Rocky Mountains,Public,No,No,Rural,1,1,1,8,0,79,3,3,3,47,38,65,1049.4,11.000000000000002,7536.6,6.524,1,0,Rocky Mountains,Rural
The College of Idaho,1095,99,24055,Rocky Mountains,Private not-for-profit,No,No,Suburb,1,3,1,15,0,62,1,8,8,55,42,98,219,20,678.9,24.055,0,0,Rocky Mountains,Suburb
Lewis-Clark State College,4304,97,5786,Rocky Mountains,Public,No,No,City,2,1,1,5,0,84,3,2,2,61,54,63,387.36,9,3615.3599999999997,5.786,1,0,Rocky Mountains,City
Northwest Nazarene University,1488,100,26550,Rocky Mountains,Private not-for-profit,No,No,Suburb,0,1,2,7,0,75,2,10,2,56,40,100,148.8,10,1116,26.55,0,0,Rocky Mountains,Suburb
Brigham Young University-Idaho,27692,71,3850,Rocky Mountains,Private not-for-profit,No,No,Town,0,1,1,5,1,77,6,1,7,57,26,51,2215.36,8,21322.84,3.85,0,0,Rocky Mountains,Town
Augustana College,2524,99,35835,Great Lakes,Private not-for-profit,No,No,City,0,2,4,6,0,77,6,2,2,57,24,98,302.88,12,1943.48,35.835,0,0,Great Lakes,City
